set_name,book_id
train-clean-360,141571
train-clean-360,16802
train-clean-360,158074
train-clean-360,46889
train-clean-360,123882
train-clean-360,157088
train-clean-360,159056
train-clean-360,13185
train-clean-360,12539
train-clean-360,14274
train-clean-360,290901
train-clean-360,290047
train-clean-360,114256
train-clean-360,259009
train-clean-360,9914
train-clean-360,130125
train-clean-360,9915
train-clean-360,98645
train-clean-360,98644
train-clean-360,11077
train-clean-360,39515
train-clean-360,39508
train-clean-360,102526
train-clean-360,121543
train-clean-360,131218
train-clean-360,130994
train-clean-360,121741
train-clean-360,131220
train-clean-360,46243
train-clean-360,46240
train-clean-360,134707
train-clean-360,134708
train-clean-360,36641
train-clean-360,104978
train-clean-360,104979
train-clean-360,12545
train-clean-360,12544
train-clean-360,131890
train-clean-360,131887
train-clean-360,131882
train-clean-360,131899
train-clean-360,123866
train-clean-360,122809
train-clean-360,122810
train-clean-360,99122
train-clean-360,99156
train-clean-360,99124
train-clean-360,99157
train-clean-360,151817
train-clean-360,148312
train-clean-360,148962
train-clean-360,169291
train-clean-360,76046
train-clean-360,81870
train-clean-360,123135
train-clean-360,123133
train-clean-360,60800
train-clean-360,60774
train-clean-360,60801
train-clean-360,121528
train-clean-360,130878
train-clean-360,161714
train-clean-360,161707
train-clean-360,169656
train-clean-360,39971
train-clean-360,157644
train-clean-360,125123
train-clean-360,48362
train-clean-360,48361
train-clean-360,146437
train-clean-360,157400
train-clean-360,138032
train-clean-360,136483
train-clean-360,135249
train-clean-360,141613
train-clean-360,160602
train-clean-360,27593
train-clean-360,163935
train-clean-360,10328
train-clean-360,10327
train-clean-360,699
train-clean-360,700
train-clean-360,83606
train-clean-360,83607
train-clean-360,60480
train-clean-360,60489
train-clean-360,57831
train-clean-360,25765
train-clean-360,25766
train-clean-360,176683
train-clean-360,164927
train-clean-360,176682
train-clean-360,176680
train-clean-360,128670
train-clean-360,128677
train-clean-360,128678
train-clean-360,128669
train-clean-360,78885
train-clean-360,73024
train-clean-360,122614
train-clean-360,130533
train-clean-360,130489
train-clean-360,130532
train-clean-360,10172
train-clean-360,10642
train-clean-360,125084
train-clean-360,122467
train-clean-360,6525
train-clean-360,6524
train-clean-360,157057
train-clean-360,157054
train-clean-360,157056
train-clean-360,157066
train-clean-360,126861
train-clean-360,126859
train-clean-360,126860
train-clean-360,363
train-clean-360,362
train-clean-360,291374
train-clean-360,291379
train-clean-360,291381
train-clean-360,291384
train-clean-360,11546
train-clean-360,11547
train-clean-360,123167
train-clean-360,128345
train-clean-360,128344
train-clean-360,101283
train-clean-360,105394
train-clean-360,54659
train-clean-360,66166
train-clean-360,55088
train-clean-360,86026
train-clean-360,92934
train-clean-360,143307
train-clean-360,139350
train-clean-360,54487
train-clean-360,66176
train-clean-360,66184
train-clean-360,66185
train-clean-360,53342
train-clean-360,133211
train-clean-360,133212
train-clean-360,133217
train-clean-360,137106
train-clean-360,133273
train-clean-360,127685
train-clean-360,139612
train-clean-360,57154
train-clean-360,57156
train-clean-360,132864
train-clean-360,132866
train-clean-360,132882
train-clean-360,138047
train-clean-360,12731
train-clean-360,156738
train-clean-360,163597
train-clean-360,245687
train-clean-360,134120
train-clean-360,134119
train-clean-360,134121
train-clean-360,132537
train-clean-360,132568
train-clean-360,130588
train-clean-360,84010
train-clean-360,124221
train-clean-360,123715
train-clean-360,129011
train-clean-360,72876
train-clean-360,70998
train-clean-360,30106
train-clean-360,61422
train-clean-360,30105
train-clean-360,30593
train-clean-360,31091
train-clean-360,80197
train-clean-360,282386
train-clean-360,282385
train-clean-360,129623
train-clean-360,135221
train-clean-360,133447
train-clean-360,41614
train-clean-360,41610
train-clean-360,152842
train-clean-360,152864
train-clean-360,275885
train-clean-360,92812
train-clean-360,23281
train-clean-360,23311
train-clean-360,158081
train-clean-360,138045
train-clean-360,9174
train-clean-360,282412
train-clean-360,258283
train-clean-360,112061
train-clean-360,112057
train-clean-360,112056
train-clean-360,112058
train-clean-360,126794
train-clean-360,126832
train-clean-360,105179
train-clean-360,105171
train-clean-360,177627
train-clean-360,177641
train-clean-360,177638
train-clean-360,24516
train-clean-360,24515
train-clean-360,44575
train-clean-360,24514
train-clean-360,111574
train-clean-360,96241
train-clean-360,92420
train-clean-360,1562
train-clean-360,1560
train-clean-360,285896
train-clean-360,302000
train-clean-360,117382
train-clean-360,134451
train-clean-360,54006
train-clean-360,281188
train-clean-360,281187
train-clean-360,160949
train-clean-360,160964
train-clean-360,160953
train-clean-360,123059
train-clean-360,127537
train-clean-360,127538
train-clean-360,9919
train-clean-360,9920
train-clean-360,173230
train-clean-360,70843
train-clean-360,121068
train-clean-360,121069
train-clean-360,138113
train-clean-360,138115
train-clean-360,82904
train-clean-360,107627
train-clean-360,104637
train-clean-360,145742
train-clean-360,145699
train-clean-360,143477
train-clean-360,74477
train-clean-360,178748
train-clean-360,139707
train-clean-360,139710
train-clean-360,108638
train-clean-360,129393
train-clean-360,254918
train-clean-360,73961
train-clean-360,162129
train-clean-360,156474
train-clean-360,162130
train-clean-360,178449
train-clean-360,178450
train-clean-360,186232
train-clean-360,5083
train-clean-360,5097
train-clean-360,37092
train-clean-360,126408
train-clean-360,174132
train-clean-360,119637
train-clean-360,115968
train-clean-360,366
train-clean-360,365
train-clean-360,233366
train-clean-360,233382
train-clean-360,11612
train-clean-360,24758
train-clean-360,154282
train-clean-360,154284
train-clean-360,163322
train-clean-360,142744
train-clean-360,139035
train-clean-360,14936
train-clean-360,11049
train-clean-360,126737
train-clean-360,127518
train-clean-360,142858
train-clean-360,144021
train-clean-360,144019
train-clean-360,176270
train-clean-360,65803
train-clean-360,10988
train-clean-360,53638
train-clean-360,2301
train-clean-360,39970
train-clean-360,58868
train-clean-360,58869
train-clean-360,172156
train-clean-360,170956
train-clean-360,129581
train-clean-360,129582
train-clean-360,129583
train-clean-360,181420
train-clean-360,153309
train-clean-360,174992
train-clean-360,102381
train-clean-360,102240
train-clean-360,102232
train-clean-360,141242
train-clean-360,141240
train-clean-360,117866
train-clean-360,111754
train-clean-360,291458
train-clean-360,280922
train-clean-360,275212
train-clean-360,278289
train-clean-360,163527
train-clean-360,163519
train-clean-360,110054
train-clean-360,245691
train-clean-360,110056
train-clean-360,278228
train-clean-360,93470
train-clean-360,73296
train-clean-360,68773
train-clean-360,73295
train-clean-360,72927
train-clean-360,137770
train-clean-360,27120
train-clean-360,84349
train-clean-360,86708
train-clean-360,87997
train-clean-360,275147
train-clean-360,109658
train-clean-360,166423
train-clean-360,166421
train-clean-360,166420
train-clean-360,7591
train-clean-360,175962
train-clean-360,12715
train-clean-360,115687
train-clean-360,115686
train-clean-360,126945
train-clean-360,126947
train-clean-360,24732
train-clean-360,24731
train-clean-360,104717
train-clean-360,184266
train-clean-360,184264
train-clean-360,184265
train-clean-360,6175
train-clean-360,64298
train-clean-360,64300
train-clean-360,56777
train-clean-360,56778
train-clean-360,12723
train-clean-360,21393
train-clean-360,39477
train-clean-360,39476
train-clean-360,170212
train-clean-360,5791
train-clean-360,185074
train-clean-360,134657
train-clean-360,162667
train-clean-360,138545
train-clean-360,134660
train-clean-360,101265
train-clean-360,92915
train-clean-360,140725
train-clean-360,39761
train-clean-360,138548
train-clean-360,149236
train-clean-360,138617
train-clean-360,82020
train-clean-360,120330
train-clean-360,120325
train-clean-360,120318
train-clean-360,127703
train-clean-360,127704
train-clean-360,124368
train-clean-360,126208
train-clean-360,124558
train-clean-360,124557
train-clean-360,126209
train-clean-360,123172
train-clean-360,167609
train-clean-360,167597
train-clean-360,101258
train-clean-360,101799
train-clean-360,101262
train-clean-360,68353
train-clean-360,68369
train-clean-360,126955
train-clean-360,126957
train-clean-360,6506
train-clean-360,6498
train-clean-360,187464
train-clean-360,187466
train-clean-360,216564
train-clean-360,216567
train-clean-360,231834
train-clean-360,69411
train-clean-360,69412
train-clean-360,157243
train-clean-360,176853
train-clean-360,176854
train-clean-360,216570
train-clean-360,64713
train-clean-360,292253
train-clean-360,292252
train-clean-360,696
train-clean-360,758
train-clean-360,296467
train-clean-360,296468
train-clean-360,278217
train-clean-360,278220
train-clean-360,92805
train-clean-360,96175
train-clean-360,92806
train-clean-360,138488
train-clean-360,137608
train-clean-360,141791
train-clean-360,131732
train-clean-360,37090
train-clean-360,64290
train-clean-360,64292
train-clean-360,64291
train-clean-360,220951
train-clean-360,220952
train-clean-360,398
train-clean-360,397
train-clean-360,40544
train-clean-360,57416
train-clean-360,40571
train-clean-360,78193
train-clean-360,127525
train-clean-360,126292
train-clean-360,123176
train-clean-360,126336
train-clean-360,87766
train-clean-360,87791
train-clean-360,89388
train-clean-360,89390
train-clean-360,56574
train-clean-360,59288
train-clean-360,37999
train-clean-360,142363
train-clean-360,142362
train-clean-360,125128
train-clean-360,125127
train-clean-360,67592
train-clean-360,67584
train-clean-360,77361
train-clean-360,79973
train-clean-360,126233
train-clean-360,126232
train-clean-360,147627
train-clean-360,88761
train-clean-360,165387
train-clean-360,59175
train-clean-360,59167
train-clean-360,141209
train-clean-360,141208
train-clean-360,108621
train-clean-360,108620
train-clean-360,134420
train-clean-360,134425
train-clean-360,132530
train-clean-360,132532
train-clean-360,90852
train-clean-360,90850
train-clean-360,135762
train-clean-360,185466
train-clean-360,185457
train-clean-360,87547
train-clean-360,115047
train-clean-360,115046
train-clean-360,41151
train-clean-360,34501
train-clean-360,8157
train-clean-360,8140
train-clean-360,8141
train-clean-360,58433
train-clean-360,58776
train-clean-360,58778
train-clean-360,11528
train-clean-360,11535
train-clean-360,11533
train-clean-360,130225
train-clean-360,130226
train-clean-360,130229
train-clean-360,130227
train-clean-360,171139
train-clean-360,171138
train-clean-360,171137
train-clean-360,75791
train-clean-360,88363
train-clean-360,88367
train-clean-360,290351
train-clean-360,290350
train-clean-360,290349
train-clean-360,12895
train-clean-360,12538
train-clean-360,184448
train-clean-360,184447
train-clean-360,28375
train-clean-360,28380
train-clean-360,164328
train-clean-360,164327
train-clean-360,158744
train-clean-360,130569
train-clean-360,130105
train-clean-360,134149
train-clean-360,183988
train-clean-360,270778
train-clean-360,29091
train-clean-360,29090
train-clean-360,29092
train-clean-360,110061
train-clean-360,62558
train-clean-360,62516
train-clean-360,6397
train-clean-360,64956
train-clean-360,258250
train-clean-360,114468
train-clean-360,32856
train-clean-360,32904
train-clean-360,32886
train-clean-360,143893
train-clean-360,44577
train-clean-360,44576
train-clean-360,26853
train-clean-360,26852
train-clean-360,80189
train-clean-360,6171
train-clean-360,61777
train-clean-360,61781
train-clean-360,61780
train-clean-360,84121
train-clean-360,84122
train-clean-360,723
train-clean-360,715
train-clean-360,76043
train-clean-360,76044
train-clean-360,66347
train-clean-360,26894
train-clean-360,26895
train-clean-360,163612
train-clean-360,122827
train-clean-360,122828
train-clean-360,166433
train-clean-360,5341
train-clean-360,171108
train-clean-360,171107
train-clean-360,171109
train-clean-360,862
train-clean-360,861
train-clean-360,160593
train-clean-360,160592
train-clean-360,144999
train-clean-360,105673
train-clean-360,80534
train-clean-360,294690
train-clean-360,135659
train-clean-360,128226
train-clean-360,135654
train-clean-360,128240
train-clean-360,140654
train-clean-360,101579
train-clean-360,101578
train-clean-360,101580
train-clean-360,121446
train-clean-360,121449
train-clean-360,133440
train-clean-360,126302
train-clean-360,122789
train-clean-360,352
train-clean-360,107487
train-clean-360,107486
train-clean-360,139200
train-clean-360,146346
train-clean-360,109185
train-clean-360,109176
train-clean-360,98877
train-clean-360,98880
train-clean-360,98876
train-clean-360,98878
train-clean-360,121891
train-clean-360,135897
train-clean-360,121902
train-clean-360,149033
train-clean-360,159371
train-clean-360,147193
train-clean-360,58845
train-clean-360,58843
train-clean-360,121130
train-clean-360,121127
train-clean-360,73958
train-clean-360,73957
train-clean-360,135229
train-clean-360,135227
train-clean-360,130530
train-clean-360,130486
train-clean-360,130529
train-clean-360,130517
train-clean-360,94522
train-clean-360,94523
train-clean-360,94526
train-clean-360,159386
train-clean-360,110243
train-clean-360,104986
train-clean-360,117095
train-clean-360,5416
train-clean-360,5417
train-clean-360,57179
train-clean-360,88349
train-clean-360,57180
train-clean-360,44937
train-clean-360,20034
train-clean-360,155968
train-clean-360,129440
train-clean-360,89894
train-clean-360,64708
train-clean-360,21305
train-clean-360,131113
train-clean-360,133263
train-clean-360,112011
train-clean-360,112012
train-clean-360,30591
train-clean-360,80690
train-clean-360,8912
train-clean-360,36146
train-clean-360,7239
train-clean-360,7235
train-clean-360,162238
train-clean-360,162239
train-clean-360,162253
train-clean-360,123500
train-clean-360,123507
train-clean-360,123506
train-clean-360,143948
train-clean-360,2536
train-clean-360,143946
train-clean-360,286306
train-clean-360,32451
train-clean-360,126965
train-clean-360,121331
train-clean-360,296159
train-clean-360,300047
train-clean-360,302111
train-clean-360,137614
train-clean-360,121103
train-clean-360,121106
train-clean-360,13056
train-clean-360,277898
train-clean-360,277899
train-clean-360,291718
train-clean-360,121085
train-clean-360,130566
train-clean-360,5757
train-clean-360,5764
train-clean-360,5758
train-clean-360,15082
train-clean-360,15081
train-clean-360,121766
train-clean-360,121760
train-clean-360,122801
train-clean-360,143321
train-clean-360,131203
train-clean-360,11734
train-clean-360,182396
train-clean-360,110742
train-clean-360,275218
train-clean-360,110528
train-clean-360,106965
train-clean-360,106969
train-clean-360,106974
train-clean-360,279153
train-clean-360,70753
train-clean-360,70756
train-clean-360,120583
train-clean-360,143485
train-clean-360,143484
train-clean-360,143483
train-clean-360,72200
train-clean-360,72207
train-clean-360,5704
train-clean-360,5703
train-clean-360,4654
train-clean-360,4662
train-clean-360,224
train-clean-360,122825
train-clean-360,279775
train-clean-360,132499
train-clean-360,46588
train-clean-360,1070
train-clean-360,15446
train-clean-360,122806
train-clean-360,63713
train-clean-360,282357
train-clean-360,282383
train-clean-360,129396
train-clean-360,157858
train-clean-360,157857
train-clean-360,155520
train-clean-360,29120
train-clean-360,34572
train-clean-360,240992
train-clean-360,120280
train-clean-360,120281
train-clean-360,120277
train-clean-360,120282
train-clean-360,10673
train-clean-360,156963
train-clean-360,10674
train-clean-360,156230
train-clean-360,156224
train-clean-360,294697
train-clean-360,294700
train-clean-360,258978
train-clean-360,258970
train-clean-360,282934
train-clean-360,67200
train-clean-360,67233
train-clean-360,279849
train-clean-360,279856
train-clean-360,279852
train-clean-360,101278
train-clean-360,101289
train-clean-360,108066
train-clean-360,92202
train-clean-360,92200
train-clean-360,121415
train-clean-360,121413
train-clean-360,104888
train-clean-360,104890
train-clean-360,104886
train-clean-360,169293
train-clean-360,170982
train-clean-360,133393
train-clean-360,133395
train-clean-360,10702
train-clean-360,10701
train-clean-360,14013
train-clean-360,34497
train-clean-360,104606
train-clean-360,106366
train-clean-360,106367
train-clean-360,291608
train-clean-360,114452
train-clean-360,291609
train-clean-360,121024
train-clean-360,43321
train-clean-360,131704
train-clean-360,134592
train-clean-360,109174
train-clean-360,109173
train-clean-360,136458
train-clean-360,281472
train-clean-360,281471
train-clean-360,48032
train-clean-360,89735
train-clean-360,81859
train-clean-360,81843
train-clean-360,81858
train-clean-360,175448
train-clean-360,170440
train-clean-360,170438
train-clean-360,199
train-clean-360,121658
train-clean-360,231838
train-clean-360,231836
train-clean-360,231837
train-clean-360,84447
train-clean-360,84448
train-clean-360,61316
train-clean-360,130871
train-clean-360,130870
train-clean-360,65772
train-clean-360,153958
train-clean-360,109663
train-clean-360,153964
train-clean-360,130975
train-clean-360,130977
train-clean-360,130974
train-clean-360,16632
train-clean-360,18005
train-clean-360,18006
train-clean-360,18004
train-clean-360,274378
train-clean-360,274380
train-clean-360,274379
train-clean-360,293959
train-clean-360,9342
train-clean-360,9321
train-clean-360,175390
train-clean-360,12118
train-clean-360,19132
train-clean-360,77779
train-clean-360,131004
train-clean-360,131003
train-clean-360,155521
train-clean-360,157861
train-clean-360,157859
train-clean-360,145733
train-clean-360,149738
train-clean-360,149739
train-clean-360,166683
train-clean-360,163726
train-clean-360,668
train-clean-360,681
train-clean-360,26553
train-clean-360,26520
train-clean-360,3586
train-clean-360,28868
train-clean-360,258960
train-clean-360,258959
train-clean-360,168497
train-clean-360,168500
train-clean-360,136280
train-clean-360,136271
train-clean-360,4479
train-clean-360,103481
train-clean-360,5330
train-clean-360,282391
train-clean-360,73973
train-clean-360,73972
train-clean-360,72212
train-clean-360,72205
train-clean-360,72210
train-clean-360,216563
train-clean-360,39481
train-clean-360,39478
train-clean-360,122544
train-clean-360,122545
train-clean-360,19376
train-clean-360,137154
train-clean-360,137141
train-clean-360,16002
train-clean-360,16003
train-clean-360,16020
train-clean-360,50776
train-clean-360,50777
train-clean-360,50778
train-clean-360,157236
train-clean-360,126739
train-clean-360,144485
train-clean-360,107479
train-clean-360,107480
train-clean-360,134717
train-clean-360,126480
train-clean-360,164188
train-clean-360,164187
train-clean-360,75355
train-clean-360,69422
train-clean-360,141148
train-clean-360,46268
train-clean-360,46267
train-clean-360,137618
train-clean-360,142896
train-clean-360,166436
train-clean-360,168638
train-clean-360,168626
train-clean-360,132710
train-clean-360,132705
train-clean-360,132707
train-clean-360,128309
train-clean-360,133424
train-clean-360,142733
train-clean-360,161166
train-clean-360,138866
train-clean-360,244443
train-clean-360,244431
train-clean-360,2777
train-clean-360,2772
train-clean-360,12546
train-clean-360,17615
train-clean-360,46712
train-clean-360,12332
train-clean-360,276735
train-clean-360,276749
train-clean-360,96498
train-clean-360,19665
train-clean-360,61776
train-clean-360,61758
train-clean-360,126842
train-clean-360,122625
train-clean-360,122626
train-clean-360,122627
train-clean-360,123998
train-clean-360,124002
train-clean-360,124003
train-clean-360,293987
train-clean-360,155972
train-clean-360,155973
train-clean-360,95969
train-clean-360,95963
train-clean-360,95959
train-clean-360,176660
train-clean-360,395
train-clean-360,284445
train-clean-360,284444
train-clean-360,11258
train-clean-360,19585
train-clean-360,290923
train-clean-360,14653
train-clean-360,75242
train-clean-360,185485
train-clean-360,138290
train-clean-360,138289
train-clean-360,34483
train-clean-360,36956
train-clean-360,27504
train-clean-360,30101
train-clean-360,5084
train-clean-360,56174
train-clean-360,56175
train-clean-360,287359
train-clean-360,287358
train-clean-360,287357
train-clean-360,6174
train-clean-360,26559
train-clean-360,26558
train-clean-360,135832
train-clean-360,135826
train-clean-360,58090
train-clean-360,106611
train-clean-360,160187
train-clean-360,145703
train-clean-360,145701
train-clean-360,145700
train-clean-360,178149
train-clean-360,21498
train-clean-360,21493
train-clean-360,135636
train-clean-360,135635
train-clean-360,130560
train-clean-360,130101
train-clean-360,130103
train-clean-360,283228
train-clean-360,283242
train-clean-360,302395
train-clean-360,157636
train-clean-360,86804
train-clean-360,86765
train-clean-360,61421
train-clean-360,94876
train-clean-360,100145
train-clean-360,49755
train-clean-360,141135
train-clean-360,140651
train-clean-360,140656
train-clean-360,131228
train-clean-360,131226
train-clean-360,147967
train-clean-360,147173
train-clean-360,147981
train-clean-360,284424
train-clean-360,92427
train-clean-360,90847
train-clean-360,279239
train-clean-360,279229
train-clean-360,279233
train-clean-360,9210
train-clean-360,72311
train-clean-360,68358
train-clean-360,68359
train-clean-360,43296
train-clean-360,43306
train-clean-360,49750
train-clean-360,155151
train-clean-360,155152
train-clean-360,121398
train-clean-360,121382
train-clean-360,121392
train-clean-360,129325
train-clean-360,125118
train-clean-360,86679
train-clean-360,85684
train-clean-360,287671
train-clean-360,273050
train-clean-360,92814
train-clean-360,92820
train-clean-360,75365
train-clean-360,135892
train-clean-360,135891
train-clean-360,141721
train-clean-360,129659
train-clean-360,142727
train-clean-360,756
train-clean-360,163384
train-clean-360,724
train-clean-360,101276
train-clean-360,287660
train-clean-360,287659
train-clean-360,293168
train-clean-360,105574
train-clean-360,109662
train-clean-360,110131
train-clean-360,32139
train-clean-360,31629
